,Age,Recency,Promos_Total,Education,Complain,Response,Partner,Kidhome,Teenhome,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8
23,3,2,0,1,0,0,1,0,1,-1.1649454373665986,2.903995773719452,0.9010879273871428,0.3981519237864582,-0.475472422867515,0.33047438288306885,0.27246384731005546,0.20931701363742072
24,2,2,0,1,0,0,1,0,0,-2.7302539667223895,-0.41126009812168657,0.47579632715595566,-0.04854623251197749,0.32861941634468905,0.25843795828130733,0.0838705523579946,0.12159442495233397
25,1,0,0,1,0,0,0,1,1,-1.540271960082655,1.035540065824175,-0.07158122733308717,0.05967511797026302,-0.1253051673780679,-0.10566567543423858,0.2326140130659875,-0.19353897016795707
26,1,0,0,1,0,0,0,1,0,-1.6613608011718526,-1.109095434045757,-0.10082255339910323,-0.22617576551155882,-0.8368376228772761,-0.07307831810075298,0.4037592030272048,0.06569489171766468
27,2,3,1,2,0,0,0,0,0,5.20732339217167,-1.213104297972515,-1.6059767328397214,-1.2393105020907258,0.5500246047888926,0.6214257105442056,-0.3080057257924002,-1.5913292818421867
28,1,1,0,2,0,0,0,0,0,-2.8725456120694743,-0.5616551237206865,0.1859379689961607,-0.0779382833220742,-0.06937872114087927,-0.0919054677246424,0.004485555722840497,0.029960198532437483
29,2,1,0,2,0,0,1,0,0,-0.6107544602488972,-1.1528294947825328,0.4889641757617362,1.2776878320256604,-0.6457979860528111,0.3938650833675905,0.42600347066997096,-0.13145390719145666
30,2,1,1,1,0,0,1,0,1,-2.1608384029908896,-0.6074165833746148,-0.44055739257166565,-0.12462222341479581,-0.36952414120393673,0.0009491980211946713,-0.006559888201835101,0.045572516384756165
31,3,0,0,2,0,1,0,0,2,-1.1828767574558778,1.3263215905922483,0.5950530785925916,-0.620987520932251,-1.0386606237851759,0.42481692287330763,0.224746051196799,0.024400696719133586
32,3,0,0,2,0,0,0,0,0,2.730474768192939,-0.8864329393553297,-0.18617456565354668,-0.7442300077848547,1.0634823710563273,0.5220749681823088,0.2777243114596093,0.7217628063201221
33,3,1,0,2,0,0,1,1,1,-2.4664625606536212,-0.7492003960074973,-0.311546497761909,0.018553435471400235,0.3764326771532256,-0.2636847726011426,-0.0324515088333889,0.06612529069943981
34,2,1,0,2,0,0,0,0,1,1.6507612404549827,1.2794846587244368,-1.788616124049357,-0.512847768326321,-1.8993496511507133,0.24699298786013574,-0.2745403882027485,-0.23634941340058185
35,1,2,0,0,0,0,0,1,0,-2.6077287224030283,0.12185860557102392,0.6300500352016137,0.2563065648021734,0.173578210179752,0.352489415515565,0.2515690371841939,-0.016173066128676035
36,2,3,0,1,0,0,0,0,1,-2.2470567514924773,-0.9630473317001224,-0.3871070197729175,-0.046568628835093204,-0.39489691900111656,0.2334645656692603,0.10842429036385681,-0.10940191396130614
37,3,1,1,2,0,1,0,0,0,2.117496652495737,0.1692235976859675,0.385301646153791,0.10204496644025118,0.9711473610629934,0.7949744673972164,1.1514291312595777,1.6421635077258723
38,1,0,0,1,0,0,0,0,1,4.146539211385755,-0.09341074233603494,1.7664689815405072,-0.569223596894508,0.958961538553449,-0.316286625813203,1.9913244170698643,-1.172124775847863
39,1,2,0,2,0,0,0,1,0,-3.0698382672067357,-0.2379797442415175,0.24824483274484538,-0.04345400890673367,0.5574462256130176,0.1850685934540475,-0.12185098276727836,0.07785702430801865
40,3,0,0,1,0,0,1,0,1,-2.985164307662666,-1.3857443726868004,-0.013188416641183722,0.05774771166811916,-0.19133576333101576,0.20676741942144053,-0.13546212921126458,0.0961148464248569
41,2,0,0,2,0,0,0,1,0,-3.1197120501901985,-0.29659332636129876,0.4180223020172916,-0.1271598849648967,-0.4114914797222954,0.36440380449199383,0.005458380169185263,0.03273169738614327
42,1,2,0,1,0,0,1,0,0,3.909803036452378,-1.8111318370950682,3.107945266136965,1.0164299990226837,-1.5175809573937413,-0.06835407256203264,-2.306644927303765,0.9564469498610364
43,1,0,0,0,0,1,0,0,0,-2.7709096015194903,0.5336470894638922,1.3349099535613127,0.23073455974225301,0.6908481378034159,0.3223782828081199,0.010739006179498167,-0.15109753962104197
44,2,3,0,1,0,0,1,1,0,-2.867615276658827,-0.3505135103686636,0.2205114412583445,0.17668012271750894,1.2792984932104225,-0.08561503611390614,-0.08929386902004512,-0.05283954237050977
45,3,1,0,2,0,0,0,1,1,1.6835135428941777,3.452250666703748,-0.12665222994537434,-1.855189377171246,-0.7323461312208789,1.1167297969967938,-0.780067855737531,-0.1283690963437098
46,3,0,0,1,0,0,0,0,1,0.8550775132036189,-1.0352717508563423,-0.5482632365934674,-0.8078389471841282,-1.0654638834856895,-1.2795432720883113,0.4704043849586631,0.13447729290321714
47,2,0,0,2,0,0,0,0,0,5.531035913192341,-0.7800020182729417,-0.9969324325072351,-1.4413921351670937,0.43439985399788394,-0.00882512105820328,1.9605735538405713,-1.2611845750674757
48,1,1,0,1,0,0,1,1,0,-2.557936064724729,-0.49697475864321855,0.24344236007396844,-0.2043543413506068,0.2558054777875659,0.08268821725036639,-0.1331609043500939,0.377236458325458
49,1,1,2,1,0,1,0,0,0,5.900297065674517,-1.240054811042807,1.5911952678313632,2.705026603733635,-0.6985204459602418,1.0507683202941396,-0.6981365125831204,-0.3786656538328856
50,1,1,0,1,0,0,0,1,1,0.5051437086461877,1.845803952229759,-0.0347104924254764,0.10325186915802671,-2.601624450711934,0.30436002930110145,0.21696644159817113,-0.37075556370879814
51,3,1,1,2,0,1,1,0,0,6.228233072959763,-0.4488960140629693,0.8503570978184728,1.2358739952130193,-0.9300463702868275,0.6907369197063343,0.6171031826004734,1.0712301072941746
52,2,0,0,1,0,1,0,0,0,3.612485588099507,-1.325864757001231,0.34399077602871875,-0.9768002510664284,-0.028635209883889987,-0.410975509698745,1.3176600726782048,0.4125726371619557
53,1,1,0,1,0,0,1,1,0,-2.496177404182101,-1.4772620641619625,-0.28211614166155696,0.03654830129814072,-0.7772082678861866,-0.1794796533913469,-0.07012267733624548,0.11004771933217604
54,2,2,0,2,0,0,0,0,1,-0.5155333510329864,1.518545418859452,-0.8987771088173307,0.3424181449874836,0.3816908338577192,-0.8220858214626999,0.1380261337738528,0.016034597665863258
55,1,0,2,2,0,1,1,0,0,3.28154304745866,-0.780620413978797,-1.4105206448342575,0.5988766132533478,-0.9396528663137066,0.7632120889784498,-0.5039658803984562,0.5182925899305416
56,2,0,0,1,0,0,1,1,1,0.3832418892190613,0.6976864377408175,-1.1636554696589527,-1.1223055759821212,-1.6983266504440326,-0.5139750636302083,-0.5031857263907404,0.23741868639657956
57,3,0,0,1,0,0,1,0,1,1.0197048613134387,2.57355236246495,0.2352559944264043,1.6640869688249607,-0.5137035984392526,-0.7237903930639543,-0.0756886228490366,0.3082572384586514
58,3,0,0,2,0,0,0,0,1,0.2618941475287094,0.3357287434209773,-1.8392149607010153,-0.034112725950138596,0.2005956223490374,-1.2125790039251612,0.03206934258554622,0.18432431756265782
59,3,0,0,1,0,0,1,0,0,2.4492951489513297,-0.753864507014969,0.8888777678049332,-0.886829712774819,1.1024039121289322,-0.428176505008864,1.524438670252614,0.3721521882041196
60,2,2,0,1,0,1,0,1,0,-2.844007911978217,-0.9727177677673235,0.2113479034576796,0.28303742363664475,0.4821921643042932,0.23463268947322505,0.05554594313786877,-0.07018788626845002
61,2,0,0,1,0,0,1,1,1,-3.061320488607133,-0.9624479500149178,-0.02548312955317319,0.06135942701663014,0.46359325089344444,0.08935785824619072,-0.06186727688434066,0.030905359727065863
62,1,0,2,0,0,1,1,0,1,3.92187257687636,0.9789149055375419,-0.5836206463307069,-0.08124757183022108,0.7872016209439133,-0.35292249137904413,0.24577718493346865,2.8638073187228748
63,3,0,0,1,0,0,1,0,1,1.3033818275416484,-0.12276179667067806,0.513606108944249,0.41247832655803923,-0.714702825711542,-1.5216757773158818,0.2089938910008043,-0.8315056618879447
64,2,2,0,1,0,0,1,1,2,2.0399442777012005,1.5746213807575904,0.07720664123609446,-0.5320968088057502,-0.3968069057000619,2.7342653850119487,-0.48752520524516907,-0.5658601948414851
65,3,0,0,2,0,0,0,0,0,3.456890479840904,-0.9493914391459249,0.20147132338390375,-1.0073818285298415,0.1295761189905266,1.552544216151454,0.738266127080414,1.4485980321035907
66,3,0,0,1,0,0,0,0,1,2.4183439878041293,2.0167377096970607,1.2613933106461601,-0.6530540348096004,-0.1678172695677195,-1.331107960563982,-1.4243613096013614,0.03935552414330708
67,2,2,1,2,0,0,0,1,1,-0.15545039849152786,2.5243014009357427,-1.0503866197844867,-0.5956720847664406,0.022752998031091397,-0.6766206346651985,-0.01669423828310402,0.041581729529548396
68,3,1,0,1,0,0,0,0,0,-1.7240097103373575,-1.6819833407826645,-0.26836908774039286,0.02020224737302403,-0.8573159592751427,-0.3796578823340591,0.2298110705716158,-0.21379027764039527
69,1,2,0,1,0,0,0,1,0,-2.6371490776500983,-1.2570530795515014,-0.22587552396306174,0.07997276483958224,0.18166536438842928,-0.011208907316366675,0.06907404593121955,-0.08049519001091598
70,2,1,0,2,0,1,0,0,0,4.494837143646663,-0.7994559676352344,-0.6267819159857785,-0.5717463872198505,2.1720686514562444,1.3877298211179259,-1.153801364598269,-0.47995649364313137
71,1,1,1,1,0,1,1,0,0,5.562712750966526,-0.8172062894308851,0.22385626139922443,-0.8151783541948382,1.7512371286507729,1.0287862973578434,-0.4721464886847435,0.14986543539991115
72,1,0,0,0,1,0,1,0,0,-2.6239146215459077,-1.7445884598240209,-0.18792075332427383,0.1548291360786002,-0.7502066911768468,0.08817862525254332,0.027275450744042452,-0.052526059221893774
73,2,0,1,1,0,1,1,0,0,-0.086171444694205,1.9304654340294811,-1.1382568389608392,0.5110381602087817,0.9571444863586619,-1.5729732678017379,-0.12438737515331488,0.25601631084059306
74,1,2,0,1,0,0,1,1,0,-2.4458398521712077,0.723510573518731,0.3247215952439955,-0.33918994810547554,0.10107050164925727,0.5049723758842142,0.005500652228362505,-0.026148201805828122
75,2,0,0,1,0,0,0,1,0,-3.0487577278673856,-1.0079848047389355,0.0633610274347166,0.14219099351875467,0.5019298644590682,0.12586172315670557,-0.057710804954543636,0.010303349322705366
76,2,2,0,0,0,0,0,1,0,-2.7366019953977787,0.15844312396436983,0.38773019174889334,0.024749162508012953,0.10654363247989002,0.1515211594436676,-0.03708743510603283,-0.0072254780654515465
77,2,1,0,2,0,0,1,0,0,-0.6107544602488972,-1.1528294947825328,0.4889641757617362,1.2776878320256604,-0.6457979860528111,0.3938650833675905,0.42600347066997096,-0.13145390719145666
78,1,0,0,1,0,0,0,0,0,3.694232933925534,-1.5130112617062776,-1.1719949873673565,0.22777978714365651,-1.8038246977620345,0.02679908628087621,0.9327780098145172,-0.6710541466748804
79,3,3,0,1,0,0,0,1,1,-2.7561928092733194,-0.558634602746775,0.18740067464399446,-0.261587749634495,0.07434093616677914,0.14420559959116405,-0.2696655297643645,0.10833476234196895
80,2,1,1,2,0,0,0,1,1,-2.4080962309728657,0.9337619762902546,-0.04369677345036886,-0.5982806282894461,-0.3919382077444769,0.5876125217801106,0.0767345030157807,-0.11108752337861418
81,3,0,2,1,0,1,1,0,1,-1.2317710172555663,1.4164332723562882,-0.3781848095680205,-0.12061736658806751,-0.10545750477625196,-0.38921120196246,-0.03983621761910391,-0.05973836821957153
82,2,2,1,1,0,0,0,0,0,4.786412546113443,-1.3799171278617945,1.1730959200666347,0.6648655393379146,-0.08420728064997571,0.02605180694664457,1.57965707253573,-0.6579677462484446
83,2,2,0,1,0,0,1,0,1,-1.1695442649398493,-1.4001606276447294,-0.8880184109056136,0.01720455687316539,-1.0437858280056174,-0.2890997850852273,-0.07627241433713597,-0.027114309158038568
84,2,2,0,2,0,0,1,1,0,-2.6688128193611558,-0.9567726091429194,-0.1870361470534258,0.041302665442380884,0.29992859547759254,-0.07490839522902175,-0.10599989391646496,-0.012317795230018136
85,2,2,0,2,0,0,0,1,0,-2.601174414454595,-0.21690775407132015,-0.02066270882721665,-0.2748761711902013,-0.35247946150728837,0.20480091240939755,0.12826630073459214,-0.06356103509195198
86,1,0,0,1,0,0,0,1,0,-2.5677384451740433,-0.9667716492122431,0.058787996730715594,0.09824228925187761,0.20994041982558068,-0.2130329178753584,-0.00014511188438917348,0.14390542741710227
87,3,2,1,1,0,0,0,0,1,-0.28573697723529146,2.092020690832865,-0.5661365641768433,0.5837018177425731,-0.4258489129184433,0.14076829832962037,0.2731337536367176,-0.20104765939446545
88,2,1,0,1,0,0,0,1,1,-2.3929439901075735,-0.4561795027015713,-0.3079168069757578,-0.15880115669900552,0.15146564241106514,-0.09967382187074862,0.011490377131013186,-0.08359044573433573
89,3,1,1,0,0,0,0,0,0,3.86363697410713,-0.41573876109467073,-0.15767449636334843,2.9824946561394654,-1.788317552209361,-0.09704482367185481,-0.07557279549979866,0.12108484817420744
90,1,1,0,2,0,0,0,0,0,0.43322676039793495,-0.5918602143141793,0.4768393818763542,-0.9132231492494801,-0.003361519610365603,-0.9051797901319394,0.2639315987753085,0.013563032794547144
91,3,0,0,0,0,0,1,0,1,-2.533708191390979,-0.25003475234292444,-0.12845242088486905,-0.027861257267766233,0.4031711847288871,-0.03950573985442457,-0.02349035930103918,-0.031493746139052904
92,3,1,0,2,0,0,1,0,1,-2.6561300519011706,-0.547742357015086,-0.09799957298280962,-0.07901255766049738,-0.032239691087131275,0.0003298112702303351,-0.019033507303128624,0.017877522278404136
93,1,1,0,1,0,0,1,0,1,4.646580248794993,0.48783170083957694,3.2241629122449753,-1.012448275420487,0.2716436342098825,-1.7789739181469695,-0.9792707114695898,0.17623584270917778
94,3,2,0,2,0,0,0,0,0,2.6123725790509793,-0.6196294960390537,0.19500347273555166,0.4677013990478575,0.5938370643317576,-0.4983642077454739,-0.4907202370807927,-0.3473591496462387
95,3,1,0,1,0,1,0,0,0,3.9686910448198542,-2.319031756421815,-0.9796142390810454,0.06457131958244411,-0.31494868856621633,1.6852209701121623,0.1624690604557091,-1.2024111791533891
96,1,3,0,0,0,0,1,1,0,-2.790315022547034,-1.219763384518111,0.07029082175969914,0.13443514971276266,-0.13810035649531124,0.007330320459082498,-0.13803558365545324,0.17181749192349813
97,2,0,0,1,0,0,0,1,1,-1.9551827667830346,0.7341874665317205,-0.29426671619707606,-0.42632325351948014,-0.12166018113257245,0.12581368320462027,0.12843051815641318,-0.0756903158376184
98,2,1,0,1,0,0,0,0,2,2.1072249559310747,1.106819829270465,1.8229885289994021,-1.4027999618941909,-0.34031385507237577,-0.5671075464709551,-0.6603254750376756,-0.4347238344874529
99,1,0,0,1,0,0,1,1,0,-2.236396225306457,-0.12501140044103912,0.046363929273645556,0.24619018037127127,0.2917680608761286,0.001555177202363185,0.08529011693893372,-0.04977843949669169
100,3,0,0,2,0,0,0,0,0,3.1217723504365487,-1.7891397296907205,0.3124243170343293,-0.2845085603527743,0.12264922877031614,-0.9205658107772517,-2.1435317314257656,-2.4424035203518795
101,1,1,0,1,0,0,1,0,1,2.774664242090335,-0.14360867805653563,0.05937356391556332,0.006538721778125496,-0.5711473485652209,-0.8393741379050574,-1.4883098678605888,-0.9975004639245189
102,1,1,1,2,0,1,1,0,0,2.2963753875617123,1.5092784967208717,-1.2672558007936847,0.9946728617641667,2.706583082824909,0.22553934526534117,0.2508471476284095,-0.2770532151116388
103,2,0,1,2,0,0,1,0,1,-0.2902559492070706,1.6919077344462357,-0.9541481330762389,0.45725361017956856,-0.11547256873319997,-1.1380646633255602,-0.12308692404693938,0.17483930938832834
104,1,3,2,1,0,1,1,0,0,2.2064585763849136,-0.23660568449140207,-1.5125299125443865,-0.2794763860673463,-0.7334181029415775,-0.9325850782259719,-0.4149690954989953,-0.03854526198723802
105,1,0,0,2,0,0,0,1,0,-0.5934241142218712,1.9534872465810982,-0.31122050409879004,0.4781934220335305,-0.28212436231298743,0.4807684364740102,0.21843970996774414,-0.21676670408612858
106,2,0,0,1,0,0,1,1,1,-2.1145766760072333,-0.4509164997275724,-0.2042361969978303,0.2611340083236825,-0.1732144445658359,0.06618341923684012,0.09893185238850088,-0.12461461668397951
107,2,0,2,1,0,0,0,0,0,5.4079737875726845,-2.7128128594030483,0.01826243047901717,-0.6994459812048518,0.8846246735307263,0.9899940529545788,0.14891057544718192,-0.16016027216932482
108,1,2,0,0,0,0,0,1,0,0.5797797553208973,2.010609889060681,3.695504571821144,-0.35695319043713475,0.7904038703106269,-0.8478445930038024,0.3020890019023302,0.013089843193453639
109,2,2,0,0,0,0,1,1,1,-2.4476655230280486,-0.7889304051813684,0.21798578314021475,0.23679567206060592,-0.4284885014187505,0.3042299834291619,0.08949692946452688,-0.1899739295973636
110,2,1,0,1,0,0,1,1,0,-2.862862934054305,-0.5823745249188845,0.2878801976053356,-0.18602659648440703,0.040936165865721734,0.05727040290811045,-0.07393521494078456,0.12383345821179152
111,3,2,0,2,0,0,1,0,1,0.8971319703439823,0.8963158332380913,0.5489644668302462,-0.982606849468166,-0.9550818579584196,-0.8606004283288957,0.0970577627992074,-0.24032805578571428
112,2,0,0,2,0,1,1,1,0,-2.4279658789405505,-0.3566245080027956,0.001562851933809538,-0.1853458360247537,-0.49281777267606947,0.3602087649271783,0.14068524407087304,-0.1580331866551617
113,1,2,0,2,0,0,0,2,0,-3.145872709230493,-0.5372694008433448,0.2781062671973499,-0.0744201409547259,0.19383205891315544,0.29633090260548994,-0.07956602041284185,0.06550555178586005
114,1,2,0,1,0,0,0,1,0,-2.7888862841505677,-0.9873286515575493,-0.03810702212606355,0.02012116508098598,0.39877669400421556,0.015712285183531148,-0.0687260998694666,0.11345067699873489
115,1,2,3,1,0,1,1,0,0,4.248801472254388,-0.0025055209349825708,-0.872332026372359,1.794845438223699,-1.2468505562512406,-1.4399351470596782,0.60093269280516,-0.1965274091344911
116,2,2,0,0,0,0,1,0,0,1.4123708799577963,-0.6266669552466834,0.534160537609088,1.9860346492371064,-2.0352345680870854,-0.24501467522902726,0.23148881086103165,-0.45752133362446845
117,1,1,0,1,0,1,1,0,0,5.2451374411919724,-1.337672342311096,1.7793977216208139,2.2394760836697722,-0.29895170254103054,2.1305456890865977,-1.9260429983332934,0.20472144493830993
118,3,1,0,2,0,0,0,1,1,-2.125359981494388,-0.537987011612521,-0.5013563427427558,-0.16632968394329617,-0.22505803210708364,-0.20687589258766695,-0.01463494767466784,-0.025530675551034006
119,3,2,0,2,0,0,1,1,1,0.6469892889749452,1.1368442063892539,-1.2531246263202,-0.8397132615434528,-1.0774470565706806,-0.5404336758221381,-0.29920262462339664,0.1353942453005206
120,3,0,0,1,0,0,0,0,1,0.7620662104706281,0.5949522895899038,1.532912269783532,-0.8782060409825243,-0.654883686323548,-0.015419893976632786,0.8496679595824095,-0.6037002214662841
121,3,1,0,2,0,0,0,1,1,-0.36348062271139014,2.978097760405242,-0.7045422056464559,-0.13987305358673377,0.5581276179580813,-1.0156688347205947,0.2015295731456866,-0.03735008334017472
122,2,0,0,1,0,0,0,0,0,2.521361964323517,-0.3569749889534508,0.5843115729041045,0.9633344732059779,-0.3574937456113302,-1.7646674583609643,-0.8511770924450336,-1.429176410867913
123,2,1,0,2,0,0,0,1,1,-1.903628033168123,1.620103440224485,-0.0998839534253259,-0.36572612173978425,-0.05447727851282006,0.19280800138248191,0.043878223178821125,-0.00905791026115282
124,2,0,1,2,0,0,1,0,0,2.736711694782766,-0.3498349314028073,-1.9467471031724393,-0.9588444390051294,-0.04932629126885009,0.3546890381879331,-0.23017556875594603,0.4381374569148258
125,1,1,0,0,0,0,0,1,0,-3.378829865893682,-0.3759751750529608,0.57904801439006,-0.06312359112882575,0.506084157008545,0.3824235550453063,-0.13802083810623192,0.1855362177736883
126,3,2,0,2,0,0,0,2,1,-2.6788087335326916,0.14275064234985227,0.19068723220242204,0.019920119857551266,0.3731455626457401,0.7240786919737672,0.1194424446785406,-0.11849725911866088
127,2,1,1,2,0,1,0,1,1,-2.525432708898038,-0.9050800450955112,0.014825168165782186,0.2238460226822886,-0.3404267638989268,0.37658669574769904,0.18081462183244865,-0.10938489151213036
128,2,2,0,2,0,0,0,1,1,-2.7199571049408195,-0.4271111360044038,-0.028332354344308724,-0.11809340808788789,0.19805763374800295,0.007066035981144931,-0.0222757833198956,0.027337598622255137
129,1,1,0,2,0,0,1,0,0,4.9090528400906495,-0.6260737295795835,-1.8294841050546102,-1.1132260158955745,0.4283614332554282,0.5947125925938169,-0.5664882867489796,-0.29349936763438417
130,1,0,0,2,0,1,1,0,1,0.6693194222464649,0.5864798732087897,-1.245946934322049,0.39149233572597325,0.5820711956585,0.7403795359445632,0.048585374838148676,0.02296840760504846
131,2,2,0,1,0,0,0,0,0,4.443155634749954,-0.9506243012251021,-1.1771585238668696,1.2181172978128438,-0.589856967196726,0.564102665467347,0.5885669356303441,-0.7597337632525808
132,2,1,0,2,0,0,1,0,1,1.2501637610261789,1.493383539139286,-0.8171978035524892,-0.3721778646238919,0.18321897066160453,-0.5763964595333781,0.16860433121214857,0.430039483251828
133,1,0,0,1,0,0,1,1,0,-0.9738910681148134,0.4680564230861031,1.7098521307424541,1.135134510241554,-0.027583812403050172,0.18902676070416272,-0.0671528419296548,0.2841456471593002
134,1,1,0,1,0,0,0,0,2,0.10527480759411773,0.8131659151679131,-0.19146037098411764,-0.07418520329349293,0.6436471249517308,0.4909322253632052,0.11413336764509655,-0.03131776940813713
135,2,1,0,1,0,1,0,1,0,-2.597366020782813,-0.9336981865285445,0.3003930330761904,0.1580588637121503,0.24524876819062286,-0.15731009848887503,0.08999587253323099,0.26351952144098684
136,1,1,0,1,1,0,1,1,0,-2.9500206688100725,-0.8476714153224221,-0.019318504766111615,0.10470917063932766,0.6881273843805625,0.07850649816716387,-0.05364370127758156,-0.033304064456879306
137,2,3,0,0,0,0,0,2,1,-2.2582776367344044,1.9749926690074668,0.5828637672314001,-0.5992806007848847,-0.5522746878114551,1.0253681949532678,0.15647696126016664,-0.12623872535244252
138,2,2,0,2,0,0,0,0,0,-0.988805846044655,-1.7690007927149087,-0.5012592382888129,-0.06637249596490913,-0.6014487953451025,-0.5013356273333828,0.3259345532544485,-0.38070432835560225
139,3,1,0,2,0,0,0,0,2,0.06749157318513879,-0.7462059094314164,-0.7406430215002906,-0.15470276759570098,-0.5857272023408124,-0.43882992398380405,-0.17021016256152952,0.3999299177061694
140,2,3,1,1,0,0,0,0,1,-0.23836603840422768,1.312329205218098,-0.609386826654761,-0.5945440774407079,-0.025925415821614586,-0.8944771186220809,0.13589965917794522,0.03684684109339503
141,2,0,0,0,0,0,1,0,1,-0.8513373400776788,1.636025142337719,0.5692507956941412,0.6051441160035032,-0.02371939283368204,-0.5199196822365457,0.16084213753742335,-0.35468052795133725
142,1,0,0,1,0,0,0,1,0,-2.1950278016945757,0.25095006545354787,0.4406608482310144,-0.4070415538625492,-0.5006480674996109,0.11932415981052523,0.1903383810881321,-0.006621883218426423
143,3,1,0,2,0,0,1,0,1,1.2615010302866194,1.752668799046996,-1.7953251243791402,0.8797616143596961,-0.1619007567408546,-0.8881749130071496,-0.32400788311953377,0.31025943298017883
144,3,0,2,1,0,1,1,0,0,2.2192290600009335,0.8933152318875465,-1.7088792344358739,0.4674781951542326,1.19682345002353,-0.7177362677641952,-0.09991923158544033,0.16875696489041545
